DATE,WILL5000INDFC
1993-10-01,13.3606250000000000
1994-01-01,13.6274603174603175
1994-04-01,13.1050000000000000
1994-07-01,13.4309375000000000
1994-10-01,13.4652380952380952
1995-01-01,14.1049206349206349
1995-04-01,15.3914285714285714
1995-07-01,16.8819047619047619
1995-10-01,17.8179365079365079
1996-01-01,18.9865079365079365
1996-04-01,20.0301587301587302
1996-07-01,19.9118750000000000
1996-10-01,21.7812500000000000
1997-01-01,23.3929508196721311
1997-04-01,24.3059375000000000
1997-07-01,27.8165625000000000
1997-10-01,28.7829687500000000
1998-01-01,30.7845901639344262
1998-04-01,33.2820634920634921
1998-07-01,31.9298437500000000
1998-10-01,32.6240625000000000
1999-01-01,36.8544262295081967
1999-04-01,39.0542857142857143
1999-07-01,39.4329687500000000
1999-10-01,40.9742187500000000
2000-01-01,44.3539682539682540
2000-04-01,43.6600000000000000
2000-07-01,45.0476190476190476
2000-10-01,41.3096825396825397
2001-01-01,38.3866129032258065
2001-04-01,37.3630158730158730
2001-07-01,35.1472881355932203
2001-10-01,34.0275000000000000
2002-01-01,35.0703333333333333
2002-04-01,33.6826562500000000
2002-07-01,28.2995312500000000
2002-10-01,28.0789062500000000
2003-01-01,27.4608196721311475
2003-04-01,30.2185714285714286
2003-07-01,32.8054687500000000
2003-10-01,35.0735937500000000
2004-01-01,37.8479032258064516
2004-04-01,37.6406451612903226
2004-07-01,37.0482812500000000
2004-10-01,39.5643750000000000
2005-01-01,40.8577049180327869
2005-04-01,40.7904687500000000
2005-07-01,42.9229687500000000
2005-10-01,43.3852380952380952
2006-01-01,45.8104838709677419
2006-04-01,46.0292063492063492
2006-07-01,46.0453968253968254
2006-10-01,50.0011111111111111
2007-01-01,51.8552459016393443
2007-04-01,54.6806349206349206
2007-07-01,54.4782539682539683
2007-10-01,55.0500000000000000
2008-01-01,49.8714754098360656
2008-04-01,51.1948437500000000
2008-07-01,47.2550000000000000
2008-10-01,34.0398437500000000
2009-01-01,30.6268852459016393
2009-04-01,34.4380952380952381
2009-07-01,38.8242187500000000
2009-10-01,42.6070312500000000
2010-01-01,44.5898360655737705
2010-04-01,45.5846031746031746
2010-07-01,44.2203125000000000
2010-10-01,49.2739062500000000
2011-01-01,53.6461290322580645
2011-04-01,54.5598412698412698
2011-07-01,50.6925000000000000
2011-10-01,50.6730158730158730
2012-01-01,56.2487096774193548
2012-04-01,56.2801587301587302
2012-07-01,58.5177777777777778
2012-10-01,59.6627419354838710
2013-01-01,64.6250000000000000
2013-04-01,68.9695312500000000
2013-07-01,72.6378125000000000
2013-10-01,77.2664062500000000
2014-01-01,80.9555737704918033
2014-04-01,83.5120634920634921
2014-07-01,86.9964062500000000
2014-10-01,88.3267187500000000
2015-01-01,91.5075409836065574
2015-04-01,93.8679365079365079
2015-07-01,90.6296875000000000
2015-10-01,91.1134375000000000
2016-01-01,86.0485245901639344
2016-04-01,92.5360937500000000
2016-07-01,97.3823437500000000
2016-10-01,99.3838095238095238
2017-01-01,106.4622580645161290
2017-04-01,109.9880952380952381
2017-07-01,113.4841269841269841
2017-10-01,120.3476190476190476
2018-01-01,126.8240983606557377
2018-04-01,126.7110937500000000
2018-07-01,134.3285714285714286
2018-10-01,126.4434920634920635
2019-01-01,128.6904918032786885
2019-04-01,136.5065079365079365
2019-07-01,.
